"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"AluYd8",4.33116072934714,-0.819923432732762,0.435641232268266,0.00215611530297056,0.0189163182580618
"AluYh3a3",19.2382992787648,0.510892247756157,0.149778004869838,9.54200528578745e-05,0.00187422073971586
"AluYk11",22.6310323549941,-1.69477726998487,0.524258320571138,1.14878618949246e-07,1.51180262537208e-05
"Charlie11",2.66776472347804,-1.22693646071553,0.400474751288632,0.00012926087867369,0.00234379965667027
"Charlie29a",39.1431341036675,-0.416578367481877,0.119377789868033,8.41051501764518e-05,0.00181446520708542
"Charlie2a",145.551224096573,-0.520455112547713,0.159526628712297,0.000112211739193023,0.00214015433011622
"Charlie2b",94.8561382490033,-0.245680820132322,0.0989728932679555,0.00550126461128689,0.0385781900293547
"Charlie7",99.5434357606753,-0.34601172985571,0.0882488799072745,2.25224820020829e-05,0.000689292704993979
"DNA1_Mam",3.56015747627901,-0.512479981383458,0.280710123461484,0.00641187299426647,0.0432719223613061
"HAL1b",159.654892457235,-0.29652368368637,0.0793005349800132,6.04281740764268e-05,0.00147265698304773
"HAL1M8",328.397459906619,-0.278466247655696,0.106328112950798,0.00306371031975506,0.024142771142501
"Harlequin-int",800.18002468498,1.84270550071728,0.309533212494489,4.44003034379311e-10,8.34725704633104e-08
"Helitron3Na_Mam",28.7787812365756,0.374722427898426,0.119867367684031,0.000429758113192448,0.00554472232314962
"HERV1_LTRa",13.9469465780515,0.523505853966775,0.240615233201229,0.003657474136122,0.0278221731973211
"HERV1_LTRe",6.08577349955132,-1.00515124493168,0.552524257744357,0.00145235344068134,0.0138682356957241
"HERVE-int",797.494108155812,0.702948580047139,0.267277274392788,0.000963425042138899,0.0103923553725803
"HERVI-int",25.6394936563993,-0.931625147654985,0.617317322710874,0.00027226096983532,0.00407153904890092
"HERVK11-int",242.153635998742,0.679476561941242,0.308453287888821,0.00292783575872114,0.0237841472745495
"HERVKC4-int",3.74109725469184,-0.794053807605302,0.355291046944728,0.00650514770861996,0.0436774203293054
"HERVL18-int",33.5828630922176,-2.13257751085134,0.464530987280077,1.22238665526494e-05,0.000459617382379617
"HSATI",4.31791896288699,-0.207746394642065,0.409912879834257,0.000143065968802391,0.00254425425599927
"HSMAR1",583.567611937286,0.90374039030825,0.158890173458117,1.62363911149566e-09,2.67088633841036e-07
"HSMAR2",249.230939444425,-0.246357965863607,0.085504600999887,0.00164913033587734,0.01517661204206
"HUERS-P2-int",24.8526583911625,-1.38874859140924,0.458663772517176,4.42252276535759e-05,0.00114118430572757
"Kanga1b",10.342480600336,-0.513705289139327,0.246603511090836,0.00326827526527937,0.0253002955829862
"Kanga2_a",74.9264837461056,0.923225424106692,0.124446701224276,1.18368130855526e-14,7.78862301029358e-12
"L1HS",156.366856119686,-0.620961348599217,0.276282130897991,0.00122539101447603,0.0124047275003881
"L1M5",1845.62935422313,-0.176425851148848,0.0498206230032048,0.000260137538926334,0.0039349540370926
"L1M6B",25.552469579871,0.803077063548596,0.205199985129927,1.02117823636671e-05,0.000395256046781937
"L1M7",109.292328210547,0.309185051601917,0.0976359256533261,0.000543267587463941,0.00674471835002402
"L1MA1",463.029900179988,0.218546148124311,0.11059186855082,2.00677734454658e-05,0.000628790234624596
"L1MA10",117.95043039952,0.4198016878147,0.117272616117454,7.80795431356808e-05,0.00171254464610927
"L1MA3",786.223246207461,0.319133533900674,0.0973126367195309,0.000350739002885476,0.00496314546018588
"L1MA5",229.803078934732,0.253081538115833,0.0924000187523991,0.00278488307657177,0.0230497240803047
"L1MB3",1485.52899261764,0.130811160568655,0.043707288032438,0.00219951205992633,0.0191692574229341
"L1MB4",1108.97285211678,0.143131532080401,0.0493150596332667,0.00272385550775858,0.022687302836774
"L1MB5",845.982945151068,-0.248918801117747,0.0767634079010504,0.000491571394017963,0.00622026879353499
"L1MC2",523.842523310102,0.166722632809489,0.0512726221019485,0.00560419084410682,0.0388163955307609
"L1MD1",617.070122615298,0.694188663861294,0.0896605946558492,1.35578590483522e-15,1.78421425076315e-12
"L1MD2",845.083653112732,0.144859349654864,0.0419520899828605,0.000401458978551809,0.00528320015774181
"L1MD3",286.577606827978,-0.227176250479664,0.060779809502916,9.2142019802177e-05,0.00183725603120704
"L1MDb",34.9017325057635,0.510849413371195,0.156101611293914,0.000186153957517456,0.00306223260116215
"L1ME3E",297.153851565466,0.375931292810337,0.0882399314408566,5.36016506121479e-06,0.000227547652276086
"L1ME4c",281.900995691215,-0.184936412160417,0.0612625450554552,0.00159012723557921,0.0150547297987211
"L1ME5",165.766538333194,-0.638087970201508,0.142406545303402,5.37719512565255e-07,4.16258163844633e-05
"L1MEa",46.1280110024471,-1.11401642672115,0.374418293196856,6.87571595219021e-05,0.00159958869296381
"L1MEg1",44.2667686381157,-0.410911518110363,0.181296098464472,0.00305656262601756,0.024142771142501
"L1MEh",86.0021972979086,0.229103346353466,0.0938643331591193,0.00747905212600931,0.0484848896444741
"L1P2",326.704272623666,0.408902803393797,0.120922570997911,0.000234369384679144,0.00362858953220887
"L1P4",199.318117679682,-0.766501076356822,0.212842439613887,1.43349882421164e-05,0.000483713962221158
"L1P4a",30.3420402492359,0.615376407776639,0.241527686791975,0.001332952934109,0.0129938226762033
"L5",13.6927174996545,-0.720816337656932,0.176451985015492,3.63023971772824e-06,0.000176940572908532
"Looper",78.1376046914978,-0.278137957346122,0.0986690103186714,0.00163858663251768,0.01517661204206
"LTR1",30.1230773619745,-0.893854322528466,0.295142057658325,7.76136459315658e-05,0.00171254464610927
"LTR104_Mam",8.98429688953533,-0.390628766665428,0.200211180235261,0.00775396574171631,0.0497766776395057
"LTR107_Mam",8.73160259643642,-0.703387991185217,0.313846274160751,0.00118448602280686,0.0120835938450684
"LTR10C",81.0565100342994,0.446892983538339,0.105100811317872,4.44646030119961e-06,0.000201777301944093
"LTR10D",34.6949169223749,-1.18246024377974,0.426574921796788,0.000111285751795662,0.00214015433011622
"LTR12",154.554606479056,-2.14569061486225,0.33867406592341,6.28300248508369e-07,4.59357292798341e-05
"LTR13_",23.656147936469,0.984011229736432,0.22415527959119,1.14379634137934e-06,7.1677904059772e-05
